source_file,frame_number,active_class_index,source_number_index,azimuth,elevation,distance
fold3_room12_mix001.csv,58,1,2,121,-12,145
fold3_room12_mix001.csv,84,1,2,121,-12,145
fold3_room12_mix001.csv,85,1,2,121,-12,145
fold3_room12_mix001.csv,86,1,2,121,-12,145
fold3_room12_mix001.csv,87,1,2,121,-12,145
fold3_room12_mix001.csv,88,1,2,121,-12,145
fold3_room12_mix001.csv,89,1,2,121,-12,145
fold3_room12_mix001.csv,90,1,2,121,-12,145
fold3_room12_mix001.csv,91,1,2,121,-12,145
fold3_room12_mix001.csv,92,1,2,121,-12,145
fold3_room12_mix001.csv,97,1,2,121,-12,145
fold3_room12_mix001.csv,98,1,2,121,-12,145
fold3_room12_mix001.csv,99,1,2,121,-12,145
fold3_room12_mix001.csv,100,1,2,121,-12,145
fold3_room12_mix001.csv,101,1,2,121,-12,145
fold3_room12_mix001.csv,102,1,2,121,-12,145
fold3_room12_mix001.csv,103,1,2,121,-12,145
fold3_room12_mix001.csv,104,1,2,121,-12,145
fold3_room12_mix001.csv,105,1,2,121,-12,145
fold3_room12_mix001.csv,106,1,2,121,-12,145
fold3_room12_mix001.csv,107,1,2,121,-12,145
fold3_room12_mix001.csv,108,1,2,121,-12,145
fold3_room12_mix001.csv,109,1,2,121,-12,145
fold3_room12_mix001.csv,110,1,2,121,-12,145
fold3_room12_mix001.csv,111,1,2,121,-12,145
fold3_room12_mix001.csv,112,1,2,121,-12,145
fold3_room12_mix001.csv,113,1,2,121,-12,145
fold3_room12_mix001.csv,114,1,2,121,-12,145
fold3_room12_mix001.csv,115,1,2,121,-12,145
fold3_room12_mix001.csv,116,1,2,121,-12,145
fold3_room12_mix001.csv,117,1,2,121,-12,145
fold3_room12_mix001.csv,118,1,2,121,-12,145
fold3_room12_mix001.csv,119,1,2,121,-12,145
fold3_room12_mix001.csv,120,1,2,121,-12,145
fold3_room12_mix001.csv,121,1,2,121,-12,145
fold3_room12_mix001.csv,122,1,2,121,-12,145
fold3_room12_mix001.csv,123,1,2,121,-12,145
fold3_room12_mix001.csv,124,1,2,121,-12,145
fold3_room12_mix001.csv,125,1,2,121,-12,145
fold3_room12_mix001.csv,126,1,2,121,-12,145
fold3_room12_mix001.csv,127,1,2,121,-12,145
fold3_room12_mix001.csv,154,1,2,121,-12,146
fold3_room12_mix001.csv,155,1,2,121,-12,146
fold3_room12_mix001.csv,156,1,2,121,-12,145
fold3_room12_mix001.csv,157,1,2,121,-12,144
